UniqueID,TotalCornS_Bu,TotalCornD_Bu,CattlCornD_Bu,HogCornD_Bu,BroilerCornD_Bu,EthanolCornD_Bu,AllOtherCornD_Bu,LayerCorn_bu,PulletCorn_bu,TurkeyCorn_bu,MilkcowCorn_bu,Wetmill_bu,Export_bu
1031,287334.2466,5759093.476,0,41018.94918,5150975.54,0,258800.2783,191158.0578,108931.3372,639.8940667,7569.419409,0,0
1033,1973779.494,820180.6565,0,1004.999477,727362.3789,0,78761.66441,1310.817103,4751.701358,90.35858683,6898.736665,0,0
1035,207705.4542,121993.1736,0,465.2775358,82146.84541,0,25409.04383,11033.52042,0,10.20491722,2928.281491,0,0
1037,1490.443474,94822.16891,0,576.9441444,82146.84541,0,10087.13126,485.0646492,536.6476027,55.6442704,933.8915711,0,0
1039,560908.8459,2255220.265,0,2103.054462,1322116.234,0,144025.9732,684737.8248,93180.14165,164.243516,8892.793408,0,0
1041,291760.1238,4272523.041,0,186.1110143,3825615.772,0,217522.3747,188871.918,40326.8653,0,0,0,0
1043,367304.4668,1.10E+07,0,2140.276665,8320307.677,0,505850.276,1858144.526,235248.2328,1033.613046,77275.39851,0,0
1045,229442.6737,2899566.148,0,1395.832607,2544630.94,0,126458.4892,227080.8862,0,0,0,0,0
1047,451971.1696,58768.81381,0,1656.388028,0,0,51782.85791,229.5487955,25.84790361,0,5074.171174,0,0
1049,1304280.742,1.21E+07,0,1433780.643,8641170.141,0,584297.9964,1251017.046,174772.4096,56.38619401,14905.37782,0,0
1051,385273.2956,118554.4213,0,5694.997038,82146.84541,0,26972.86268,2059.707065,536.6476027,33.38656224,1109.974944,0,0
1053,291456.7498,121850.2279,0,558.333043,82146.84541,0,35262.95553,2605.01529,114.247734,0,1162.830894,0,0
1055,140526.6215,2425813.009,0,1377.221506,2119489.431,0,131224.1272,147190.6346,13846.16678,0,12685.42794,0,0
1057,162249.0423,789145.2112,0,3108.053939,679003.6295,0,42989.90414,2259.134073,4435.784091,0,57348.70546,0,0
1059,427847.1264,3095328.101,0,1916.943448,2603234.422,0,175702.9038,240326.1633,66107.30589,323.3939373,7716.968661,0,0
1061,433109.1318,3711556.489,0,1879.721245,3301402.929,0,197049.7514,119524.292,66700.77375,103.8693048,24895.15232,0,0
1063,123026.6708,27592.37162,0,949.1661731,17.49963096,0,25133.88428,826.7911366,30.7590053,0,634.2713968,0,0
1065,7748.191959,191161.4745,0,42208.76772,82146.84541,0,63110.29505,938.9688285,536.6476027,0,2219.949889,0,0
1067,458444.5567,1036083.405,0,2531.109795,848562.3101,0,70273.7569,113974.3046,0,741.9236054,0,0,0
1069,304314.7317,179917.1495,0,34753.89554,82146.84541,0,52846.14152,10067.94785,78.57762699,23.74155537,0,0,0
1071,2494173.646,2209082.403,0,65163.77982,1603124.231,0,164938.433,317001.6931,46630.13508,199.1525053,12024.97845,0,0
1073,3551.695086,147769.8236,0,3368.609359,125649.1451,0,16838.16366,1830.15827,83.74720771,0,0,0,0
1075,61277.31076,132378.2361,0,372.2220287,108587.4536,0,20567.70357,627.3641288,18.86896964,0,2204.623805,0,0
1077,1845571.757,643101.5301,0,2568.331998,302089.0396,0,93785.27221,211976.3678,30701.62295,25.22540258,1955.67014,0,0
1079,3065005.04,3999743.915,0,1842.499042,3564324.115,0,212453.3787,140073.5833,76029.02369,0,5021.315225,0,0
1081,9518.754242,103453.2056,0,241.9443186,82146.84541,0,14873.90263,4097.601801,536.6476027,0,1556.263835,0,0
1083,2430985.185,1172775.775,0,30559.42855,866765.8749,0,106282.9012,75259.80576,91263.00264,107.6763685,2537.085587,0,0
1085,247463.2981,1368425.196,0,0,1208286.698,0,158098.8634,589.9715648,31.01748434,150.1027297,1268.542794,0,0
1087,78237.71185,36121.03268,0,12172.62007,13.46125458,0,17452.75914,4104.872578,131.0488713,0,2246.270771,0,0
1089,2599539.543,184221.2408,0,6234.71898,121333.0182,0,53865.39017,2170.846075,28.43269397,7.419236054,581.4154471,0,0
1091,97606.07764,147123.1092,0,1693.61023,82146.84541,0,54851.05365,1514.398841,12.92395181,10.20491722,6894.072204,0,0
1093,83154.06121,3551926.019,0,4280.55333,2969451.263,0,157523.3959,398840.6492,19398.78389,0,2431.373688,0,0
1095,271504.8913,6583554.287,0,96200.78331,5413918.264,0,327155.1071,715888.9466,29718.62718,672.5588479,0,0,0
1097,123026.6708,51924.87703,0,1079.443883,3.85889298,0,41500.48086,3739.256397,48.59405879,44.51541632,5508.727519,0,0
1099,225342.3686,141575.7242,0,21429.37223,82146.84541,0,33491.42614,553.6176832,0,0,3954.462739,0,0
1101,304303.1041,781224.2069,0,260.5554201,563114.7913,0,194011.5008,731.232362,6.72045494,0,23099.40653,0,0
1103,415815.7593,2517939.664,0,11483.04958,2229434.497,0,172785.1006,12507.81265,27731.95731,41.5477219,63955.69918,0,0
1105,317952.818,177905.5687,0,111.6666086,82146.84541,0,67750.07888,922.3499112,18.09353253,0,26956.53436,0,0
1107,123026.6708,2645908.383,0,21322.84827,2220810.499,0,121997.8313,259076.4568,14508.07544,0,8192.672208,0,0
1109,158089.5423,3047692.995,0,42927.35312,2571014.819,0,165147.4001,219469.4221,41212.41448,0,7921.586156,0,0
1111,80087.55304,3335900.616,0,1507.499216,2588619.538,0,175268.5597,468446.7706,94150.98891,0,7907.259599,0,0
1113,217245.3494,112488.2063,0,10796.83596,82146.84541,0,18425.17654,582.7007885,536.6476027,0,0,0,0
1115,10738.59238,1765598.817,0,18701.27539,1657195.219,0,87637.7224,1999.46349,65.13671711,0,0,0,0
1117,97221.31068,22730.35565,0,1526.110317,18.57653132,0,17415.82089,2810.674391,219.1902226,0,739.9832962,0,0
1119,50531.31902,713865.1031,0,539051.9419,0,0,85769.00221,89044.15899,0,0,0,0,0
1121,999735.5725,483727.5139,0,353.6109272,416414.8466,0,49906.2536,16927.40597,73.6665253,51.73027663,0,0,0
1123,50482.69462,199216.0327,0,3647.775881,172304.0587,0,19748.67001,628.4028111,1125.625209,0,1761.500084,0,0
1125,311708.8112,525485.0005,0,800.2773616,393048.8906,0,35554.34105,93665.25669,28.43269397,38.58002748,2349.222072,0,0
1127,62936.88257,873811.9273,0,2158.887766,804358.8705,0,52059.4088,14036.75304,1191.329878,6.677312448,0,0,0
1129,52437.18397,534118.4217,0,2940.554026,356202.7446,0,38688.26722,132532.7496,2326.995614,0,1427.110643,0,0
1131,123026.6708,32622.22373,0,1526.110317,24.23025825,0,29471.32134,1590.222651,10.33916145,0,0,0,0
1133,5620.346064,1532511.372,0,483.8886372,1240454.43,0,85791.99433,166611.1367,38381.55208,154.0988544,634.2713968,0,0
4001,0,93581.16625,0,4336.386634,8.217776837,0,82106.70922,4514.113417,393.663572,2.125736173,2219.949889,0,0
4003,4045300.367,426882.3768,0,21049.15572,1900.723442,0,140846.9068,15701.76082,271.661467,1413.364468,245698.8041,0,0
4005,0,130898.0887,0,4187.497822,3.8671891,0,123642.2641,1997.386125,62.81040578,0,1004.263045,0,0
4007,0,269553.3118,0,189761.5513,0,0,33109.83082,656.4472341,0,0,46025.48245,0,0
4009,1379806.058,89745.34289,0,1042.22168,14.59863885,0,31183.01933,2669.413594,108.8196742,0,54727.26997,0,0
4011,42580.17306,53643.46231,0,130.27771,0,0,19269.88176,298.1018294,0,0,33945.20101,0,0
4012,0.00E+00,289625.2158,0,204244.5758,0,0,35619.07346,223.3167015,0,0,49538.24984,0,0
4013,151002.0079,8999016.777,2768337.003,62477.46751,131.5811091,0,374508.7313,261793.8518,19072.28596,84.57929101,5512611.277,0,0
4015,0,389539.4393,0,1302.7771,8.701175474,0,164117.2545,1439.613713,34.11923277,0,222636.9736,0,0
4017,18974.08536,1475516.269,931966.3285,466689.1229,17.5957104,0,70949.5059,4210.818176,145.5236973,4.551576276,1532.822542,0,0
4019,0,141168.1316,0,12897.49329,3.8671891,0,45587.54428,3246.920971,72.63260915,43.03156911,79316.64169,0,0
4021,572551.2178,31911688.95,8403477.263,1265.554897,0,18443731.07,1299840.972,3135.781962,118.9003566,0,3760119.408,0,0
4023,0,446734.2726,0,378183.7354,0,0,66924.401,725.000268,2.584790361,0,898.5511454,0,0
4025,18974.08536,118164.7587,0,632.7774487,1711.327856,0,108282.8309,5834.278661,138.0278053,455.5410937,1109.974944,0,0
4027,18974.08536,2052157.171,1684726.954,744.4440573,0,0,142827.3706,1176.827083,13.44090988,31.16079143,222636.9736,0,0
5001,6830494.201,17321.36233,0,4900.402644,0,0,12208.02981,212.9298781,0,0,0,0,0
5003,3645263.225,12137.02099,0,967.7772745,0,0,10534.78993,595.1649765,39.28881349,0,0,0,0
5005,4307.722245,415889.5186,0,930.5550716,27485.44433,0,55327.66636,1931.949138,57.89930409,330156.0044,0,0,0
5007,4307.722245,15854739.32,0,117889.22,11684716.89,0,836569.3532,1736829.546,121082.4366,1252732.814,104919.0602,0,0
5009,0,4032739.373,0,1228.332695,1238925.232,0,298212.9147,177248.024,17696.79176,2280860.87,18567.20787,0,0
5011,0,889929.587,0,446.6664344,500629.6075,0,37757.27143,306959.7123,44136.32934,0,0,0,0
5013,0,126931.7614,0,3033.29108,0,0,11679.23112,112219.2392,0,0,0,0,0
5015,0,10235753.62,0,2847.498519,4508578.532,0,551282.1365,1239956.117,24501.74479,3888766.61,19820.98115,0,0
5017,10154468.55,10988.78576,0,0,0,0,10928.54218,60.24357528,0,0,0,0,0
5019,4307.722245,257940.9415,0,19336.93439,27485.44433,0,35711.84568,171835.4503,392.6017261,0,3178.665077,0,0
5021,7495080.832,11702.31636,0,316.3887244,0,0,11385.92764,0,0,0,0,0,0
5023,42282.08436,1467436.146,0,2605.554201,962626.3448,0,134793.8548,346720.323,20681.16616,8.903083264,0,0,0
5025,0,3369888.581,0,4567.791513,2944984.052,0,130296.2733,197786.9284,90967.30262,0,1286.233148,0,0
5027,0,1093863.433,0,1786.665738,917680.1047,0,61141.36617,110582.2758,0,0,2673.020596,0,0
5029,399825.732,4422009.357,0,232862.1011,3776653.502,0,246745.198,65362.20181,29.46661012,89601.59953,10755.28794,0,0
5031,6365073.1,12523.95279,0,3443.053765,0,0,8590.913742,487.1420139,2.843269397,0,0,0,0
5033,262250.4,605186.4871,0,1079.443883,356651.8183,0,86309.59758,144845.2899,79.09458506,8461.611154,7759.631694,0,0
5035,1636955.124,4587.276024,0,1036.604015,97.29245838,0,2615.170306,784.205161,51.69580723,2.308276332,0,0,0
5037,1742242.8,4816.284731,0,409.4442315,0,0,4300.894902,105.9455979,0,0,0,0,0
5039,0,9043.409663,0,4410.83104,0,0,4547.406672,85.17195126,0,0,0,0,0
5041,11021226.97,798.9779535,0,203.035629,0,0,508.6930086,87.24931592,0,0,0,0,0
5043,4038876.662,660685.9974,0,6655.283457,385949.1177,0,39183.44961,223385.2545,5512.892132,0,0,0,0
5045,65960.0516,127116.5164,0,2400.832085,12.26939377,0,75190.8056,2622.672889,50.66189108,8.903083264,46830.37146,0,0
5047,89727.86828,5276189.447,5189.501026,465.2775358,2240259.31,0,288608.5541,137827.9521,8.271329156,2579569.7,24260.88093,0,0
5049,4307.722245,152610.6653,0,6569.718806,27485.44433,0,99613.00766,1981.80589,46.78470554,0,16913.90391,0,0
5051,0,137910.2297,0,5310.55502,0,0,17456.32916,115133.7818,9.563724337,0,0,0,0
5053,4307.722245,329085.4457,0,651.3885501,268655.6303,0,55364.48466,576.4686945,3837.473498,0,0,0,0
5055,5523186.062,50340.50851,0,1693.61023,27485.44433,0,20447.04545,669.9501044,44.45839422,0,0,0,0
5057,0,5243204.391,0,75281.9053,3948022.904,0,320287.9003,702676.9073,180864.7605,0,16070.01365,0,0
5059,317.1156327,528987.3437,0,2103.054462,14.76161437,0,51028.98968,471974.1358,0.210854706,5.193465238,3860.997828,0,0
5061,0,4799214.123,2816.357212,395299.7944,3562125.261,0,271250.1391,381913.1068,185809.4645,0,0,0,0
5063,1464857.527,1803352.282,0,1935.554549,1423115.385,0,150999.9824,78087.09907,149214.261,0,0,0,0
5065,4307.722245,1080422.937,0,30688.98836,915555.1032,0,110933.6052,1486.354418,37.2209812,21721.66487,0,0,0
5067,2390039.215,40475.65076,0,0,27485.44433,0,12196.67332,400.9313803,392.6017261,0,0,0,0
5069,9083765.671,749422.0155,0,744.4440573,527066.3169,0,31761.31188,189839.6035,10.33916145,0,0,0,0
5071,148621.5265,4389941.462,2137.1822,32426.52443,1952921.994,0,232375.4935,134928.9897,27895.51213,2007255.766,0,0,0
5073,2656969.184,2425887.103,0,30893.04427,2071519.296,0,159147.3361,134737.8722,29589.55444,0,0,0,0
5075,1173448.345,800503.0466,0,1433.05481,528903.7545,0,72109.9682,190501.4148,7554.854288,0,0,0,0
5077,4144596.671,5568.005825,0,1468.182262,0,0,3652.125223,34.27651697,0,0,413.4218226,0,0
5079,5081625.799,2882876.944,0,9004.987244,2585070.205,0,123459.9228,125881.0279,36925.10888,0,2535.692152,0,0
5081,1050134.76,1722058.493,2331.116926,35369.01063,1494862.486,0,144685.6824,44784.86613,25.33094554,0,0,0,0
5083,381067.2853,5926883.039,0,62235.01155,3998508.297,0,357110.5272,155459.5847,5.169580723,1345107.497,8456.951957,0,0
5085,5895401.593,2.62E+05,0,1246.943796,180863.6128,0,33933.97014,976.3613925,41.87360385,4291.012928,40646.22534,0,0
5087,0,7213961.83,3572.326072,2828.887418,3459031.967,0,384023.8092,472645.1246,36113.14005,2825935.82,29810.75565,0,0
5089,0,1350896.643,0,986.3883759,27485.44433,0,110936.2913,13944.31031,392.6017261,1197151.607,0,0,0
5091,1047145.417,535636.8039,0,27790.37418,334244.0711,0,84392.04881,81378.68338,6.203496867,0,7825.422936,0,0
5093,3947657.293,2172.074977,0,0,0,0,1701.55188,470.5230966,0,0,0,0,0
5095,6955049.822,2870.112265,0,707.0537231,0,0,1774.59135,388.4671923,0,0,0,0,0
5097,0,1188207.352,0,115667.9954,714114.3751,0,79593.4227,177420.4452,96930.41399,0,4480.699615,0,0
5099,4307.722245,1402569.702,0,15374.59243,1052108.184,0,86130.57059,206661.4303,42294.92468,0,0,0,0
5101,0,1019185.92,0,37464.14718,27485.44433,0,79216.11572,9899.752056,33.08531663,865087.3754,0,0,0
5103,0,545582.0987,0,2456.665389,504310.4256,0,25608.97042,1237.070658,4.135664578,11964.83097,0,0,0
5105,4307.722245,1057926.308,0,12606.57403,706625.8273,0,67355.50902,254513.6401,59.96713638,16764.79041,0,0,0
5107,9412295.353,2477.689947,0,0,0,0,2448.606842,29.08310531,0,0,0,0,0
5109,0,1676327.861,0,104799.1122,841997.6912,0,111119.2947,530263.9496,88147.8133,0,0,0,0
5111,4110579.677,3.44E+04,0,167.4999129,27485.44433,0,5632.310416,444.5560383,18.09353253,652.0957707,0,0,0
5113,0,3618656.57,0,54437.47169,2937210.049,0,197213.4097,279457.4815,72414.19437,69685.69355,8238.270162,0,0
5115,25686.36625,3547103.849,0,174572.1314,2934416.557,0,197935.7742,161788.2761,78376.27182,14.83847211,0,0,0
5117,3701830.312,1.28E+04,0.00E+00,3523.025261,0,0,8751.113738,489.2193786,18.09353253,18.54809013,0,0,0
5119,974759.5453,310384.6127,0,4317.775532,279167.05,0,25530.1274,1291.082139,78.57762699,0,0,0,0
5121,1077928.888,378019.8466,0,4987.775184,277563.2102,0,87528.98874,1286.92741,67.72150747,6585.223557,0,0,0
5123,3183514.323,3.95E+03,0,0,0,0,3900.143248,49.85675195,0,0,0,0,0
5125,0,21268.97326,0,1488.888115,12.74866696,0,16205.38865,1680.588014,32.30987952,0,1849.049931,0,0
5127,0,3809392.322,0,23002.20229,3035440.829,0,189038.0122,426329.2407,52148.92098,72016.23167,11416.88514,0,0
5129,0,112273.1949,0,14665.54793,27485.44433,0,58955.13331,973.2453455,27.65725687,652.0957707,9514.070952,0,0
5131,4307.722245,2467203.978,0,763.0551587,2201897.517,0,166423.121,55110.40719,43009.8777,0,0,0,0
5133,0,4441039.52,0,88328.2874,3966996.372,0,236943.1033,92107.23319,56664.52411,0,0,0,0
5135,0,1978206.788,0,874.7217673,1494566.678,0,142879.459,296565.6182,43320.31102,0,0,0,0
5137,0,1465444.803,0,800.2773616,988133.9352,0,120573.4354,355907.6884,29.46661012,0,0,0,0
5139,0,8.83E+05,0,1507.499216,808054.6051,0,47761.40897,2299.642684,23376.84403,0,0,0,0
5141,0,311702.367,0,19115.95751,230053.1461,0,56037.17601,1070.881485,42.39056193,0,5382.815336,0,0
5143,0,12399192.15,0,28586.6518,8580573.212,0,641748.8325,1138830.006,110153.943,1853737.676,45561.82867,0,0
5145,792257.3846,774358.5683,0,7593.329385,449463.3599,0,127764.6837,161888.4442,6420.128734,33.38656224,21195.23584,0,0
5147,3599348.052,2815.418509,0,0,0,0,2815.418509,0,0,0,0,0,0
5149,151982.9522,5619479.304,0,176898.5191,4531108.11,0,270401.8373,594260.2842,46810.55344,0,0,0,0
6001,0,61889.41852,0,465.2775358,5.505875681,0,41421.2832,828.8685013,9.305245301,0,19159.17816,0,0
6003,0,3035.646801,0,0,0,0,3035.646801,0,0,0,0,0,0
6005,31615.9481,153355.129,96331.34592,279.1665215,56.8940487,0,35644.3095,3953.224957,76.25131566,19.43547822,16994.50126,0,0
6007,113412.1778,217389.2179,92592.39645,59592.74679,589.8628146,0,36743.62933,5154.980416,50.40341205,95.70814509,22569.49054,0,0
6009,0,825198.6103,94677.47964,1935.554549,548118.6127,0,58959.71319,2600.86056,28.17421494,118719.6476,158.5678492,0,0
6011,1240189.558,53841.57521,0,10906.10544,0,0,37284.49231,259.6705831,0,0,5391.306873,0,0
6013,286652.448,630271.1148,0,1042.22168,548118.6127,0,77058.59032,3381.949674,31.01748434,4.451541632,634.2713968,0,0
6015,0,1164443.888,0,1581.943622,548118.6127,0,59951.07171,1185.136541,20.67832289,187241.8575,366344.5876,0,0
6017,684.9697667,33710.18316,0,5583.33043,34.87054598,0,20764.67078,5718.984922,169.3037687,11.9120673,1427.110643,0,0
6019,863228.9202,2.02E+07,1909401.572,54158.30517,8491751.246,0.00E+00,1280466.957,6503.190083,4434.724823,2522476.453,5930807.552,0,0
6021,1659980.89,1233840.928,0,5732.219241,27.52937841,0,144827.8006,1590.222651,71.85717205,0,1081591.299,0,0
6023,312.8874243,1017731.887,4711.421703,8188.88463,316.5878517,0,132657.0551,3187.716078,50.92037012,143.1912558,868476.11,0,0
6025,100944.2482,18763211.94,17314626.74,284514.9533,0,0,729647.7011,203.5817371,0,0,434218.9639,0,0
6027,0,36597.46046,0,353.6109272,0,0,35253.42695,303.2952411,0,0,687.1273465,0,0
6029,714089.4382,9118346.621,1413813.384,21979.71079,225.1903154,0,766768.0899,452.073485,46.98083318,22.99963177,6915038.192,0,0
6031,1537088.012,14280412.39,1676246.499,2121.665563,548118.6127,0,1032178.703,1100357.673,82.19633349,1015396.646,8905910.394,0,0
6033,0,607521.4664,21993.61795,3945.553504,548118.6127,0,28448.03998,4392.587584,464.4868279,0,158.5678492,0,0
6035,0,377167.8825,272477.6029,1935.554549,10.64469298,0,98813.49765,1237.070658,25.84790361,130.5785545,2537.085587,0,0
6037,31615.9481,1045209.516,0,4448.053242,45.69876815,0,51989.93501,3717.444068,626.2947046,15.61107767,7282.863425,0,977083.6157
6039,448305.3129,4295605.433,5673.970223,7481.662776,208314.7146,0,419619.4895,1326.397338,32.30987952,71162.03173,3581994.857,0,0
6041,0,7.00E+05,0,2884.720722,46.6164141,0,95863.03828,11910.57031,622.417519,15.92455312,588656.7122,0,0
6043,0,90769.03425,0,856.1106659,93.59988658,0,60654.96305,1071.920167,39.28881349,0,28053.15167,0,0
6045,31615.9481,195406.9141,113975.0961,14181.65929,11.01175136,0,42668.18065,4309.492997,154.3119846,0,20107.16133,0,0
6047,4010439.846,24364369.93,9726.806097,10906.10544,548118.6127,0,1524049.531,3542962.055,194792.9034,3457447.096,15076366.82,0,0
6049,31615.9481,7.58E+05,0,0,548118.6127,0.00E+00,149271.1873,958.7037928,21.97071807,0,59629.52548,0,0
6051,0,15788.11801,0,3612.799535,0,0,12100.53335,74.78512793,0,0,0,0,0
6053,31615.9481,597263.3662,383181.2006,1265.554897,16.05880407,0,141331.7633,3430.767744,121.485147,316.8013795,67599.73437,0,0
6055,383.7099156,38508.62123,0,632.7774487,5.68940487,0,24332.98355,2205.122592,74.18348337,40.06387469,11217.80088,0,0
6057,287.5181737,786560.1729,0,3349.998258,548118.6127,0,39296.78894,5355.446106,131.8243084,187241.8575,3065.645084,0,0
6059,10703.70966,1850.300658,0,576.9441444,0,0,816.3362873,457.0202263,0,0,0,0,0
6061,31615.9481,826460.1568,0,11203.88306,548118.6127,0,59714.09886,5115.510487,220.2241388,187241.8575,14845.97005,0,0
6063,0,63164.6475,0,260.5554201,8.992930279,0,42432.23147,761.3541496,3.877185542,66.77312448,19630.86322,0,0
6065,961.9174192,7373088.844,226665.9192,21346.93334,68.18109385,0,332633.1505,4287111.47,234174.2524,714.472432,2270374.465,0,0
6067,2554254.374,1735471.917,0,7574.718283,548118.6127,0,159379.2278,3618.769246,176.0242236,187241.8575,829362.7072,0,0
6069,228.3232556,931970.8079,0,28664.3641,548118.6127,0,122627.4703,1560.100863,11.63155663,187241.8575,43746.77091,0,0
6071,31615.9481,6593706.829,39464.48932,19169.43448,30.09878706,0,388336.1329,1510862.127,82769.89847,10.28199493,4553064.366,0,0
6073,61875.60225,2901010.599,0,31731.92794,28841.61211,0,124013.8483,2356111.688,6017.145831,159.5135752,354134.8632,0,0
6075,0,0,0,0,0,0,0,0,0,0,0,0,0
6077,8452412.759,43681784.06,0,183336.9192,172369.1464,10060216.95,1870514.385,1923268.87,35789.26582,38.58002748,5797399.134,23638850.81,0
6079,36395.36117,194341.9853,19757.57488,7928.32921,53.31522951,0,145558.3048,7112.896612,183.2616366,58.61196482,13689.69098,0,0
6081,31615.9481,6018.604256,0,316.3887244,0,0,3120.514696,1980.767208,72.37413012,0,528.5594973,0,0
6083,31615.9481,938665.7001,0,12506.66016,548118.6127,0,136639.9035,3416.226191,267.5258024,187241.8575,50474.91426,0,0
6085,158.5578164,610448.4167,0,1116.666086,548118.6127,0,58123.83718,2469.986586,68.49694458,22.25770816,528.5594973,0,0
6087,0,1751043.898,15198.13453,3138.24649,548118.6127,0,70811.24208,1100357.673,100.289866,0,13319.69933,0,0
6089,906.9507096,109514.4036,0,4299.164431,62.2163952,0,88199.58121,6702.617091,99.51442891,2.967694421,10148.34235,0,0
6091,0,728555.4003,0,7090.33634,548118.6127,0,48000.4805,172.4212672,114352.4715,0,10821.07799,0,0
6093,0,278421.1385,71684.53451,17084.99112,97.63752874,0,134330.9317,3814.041525,74.18348337,64.54735367,51270.27124,0,0
6095,1833491.766,703093.5169,330759.688,3331.387156,3674.254371,0,128649.7686,7376.129723,766.5495357,1255.155722,227280.5838,0,0
6097,456.6465111,4121802.315,0,18629.71253,548118.6127,0,292096.8538,1100357.673,114352.4715,187241.8575,1861005.134,0,0
6099,959070.7779,31807492.21,106589.5835,302005.4067,5755023.713,9221865.533,1654447.317,2648450.907,291061.8695,2334220.757,9493827.123,0,0
6101,2383400.927,29297.74114,0,10887.49434,58.7293406,0,16994.65849,1005.444498,14.21634699,20.06242913,317.1356984,0,0
6103,31615.9481,1612565.1,374539.7522,19132.21227,548118.6127,0,174640.6048,5329.479048,116.5740453,187241.8575,303446.0074,0,0
6105,0,28367.64665,0,13846.65947,311.9996219,0,11899.89596,1522.708299,99.25594988,0,687.1273465,0,0
6107,3282894.134,50965216.71,38451.28035,820742.514,548118.6127,20120433.89,3246490.808,19780.66634,114352.4715,187241.8575,25869604.61,0,0
6109,565.5228783,787172.8927,0,1674.999129,548118.6127,0,48307.56706,1013.753956,23.26311325,187241.8575,792.839246,0,0
6111,0,23902.29585,0,3405.831562,224.823257,0,14162.54054,4902.580609,149.4008829,0,1057.118995,0,0
6113,2842309.53,193105.5285,96462.08879,13232.49312,510.3946756,0,37095.46696,9516.407529,106.4822307,19164.62865,17017.56654,0,0
6115,31615.9481,181521.0368,0,4280.55333,37.62348382,0,30403.88421,2990.366435,75.47587855,17.80616653,143715.3273,0,0
8001,1142126.834,71749.49905,14482.03983,5715.748598,60.23147023,0,36408.67878,3734.062985,163.8757089,83.83736741,11101.02431,0,0
8003,0,31772.93013,0,1043.745396,128.4927289,0,28941.53286,1053.223885,33.6022747,43.77349272,528.5594973,0,0
8005,22724.50624,32269.69974,0,4787.974912,52.30373257,0,22750.82758,3096.312033,25.84790361,499.3145864,1057.118995,0,0
8007,0.00E+00,3.51E+04,0,1060.312783,128.4927289,0,32870.23312,666.8340574,4.135664578,0,369.9916481,0,0
8009,4896452.467,1622332.491,909938.6869,582511.2432,16.04883476,0,129184.245,520.3798485,0,3.319336317,158.5678492,0,0
8011,149230.3885,1360308.277,743446.1383,482921.6884,0,0,106782.3618,461.1749556,0,0,26696.91359,0,0
8013,203296.4898,7.14E+05,214894.6327,4738.272751,42.34572064,0.00E+00,41861.05729,449318.5972,17.83505349,8.758248835,3118.501034,0,0
8014,85137.51379,998.5350979,0,0,0,0,998.5350979,0,0,0,0,0,0
8015,0,119976.8932,0,96445.20726,0,0,20918.79106,1045.953109,34.11923277,0,1532.822542,0,0
8017,3.71E+06,6.38E+05,39116.43749,445551.2576,128.4927289,0.00E+00,97708.7256,253.4384891,30610.64951,0,24630.99858,0,0
8019,0,381.1523534,0,0,128.4927289,0,189.7299455,36.35388163,0,26.57579742,0,0,0
8021,0,82885.37421,0,911.2062982,23.2031346,0,68108.53506,1116.583507,19.64440675,20.77386095,12685.42794,0,0
8023,0,21008.65947,0,679.2628768,0,0,18069.23172,307.4499704,38.77185542,11.12885408,1902.81419,0,0
